mm_scATAC_peak_107115,Rflna
mm_scATAC_peak_26375,Psmd12
mm_scATAC_peak_9778,Nek2
mm_scATAC_peak_33781,Adssl1
mm_scATAC_peak_1128,Lmbrd1
mm_scATAC_peak_1224,Phf3
mm_scATAC_peak_105728,Coro1c
mm_scATAC_peak_49007,Triobp
mm_scATAC_peak_108636,Foxk1
mm_scATAC_peak_24187,Akap1
mm_scATAC_peak_34703,Gng4
mm_scATAC_peak_131178,Marveld3
mm_scATAC_peak_12711,Gcc2
mm_scATAC_peak_21961,Dnah2
mm_scATAC_peak_11604,Dse
mm_scATAC_peak_138454,4930519F24Rik
mm_scATAC_peak_31674,Srsf5
mm_scATAC_peak_136640,Pif1
mm_scATAC_peak_51373,Olfr161
mm_scATAC_peak_144035,Nxt2
mm_scATAC_peak_114718,Lhfpl4
mm_scATAC_peak_105049,Cdc7
mm_scATAC_peak_137502,Ddx43
mm_scATAC_peak_42082,Wdfy4
mm_scATAC_peak_28197,Pum2
mm_scATAC_peak_68446,Dagla
mm_scATAC_peak_109753,Gm3139
mm_scATAC_peak_79664,Fermt1
mm_scATAC_peak_46357,1700047G03Rik
mm_scATAC_peak_68709,Psat1
mm_scATAC_peak_20059,F630206G17Rik
mm_scATAC_peak_93209,Gm12505
mm_scATAC_peak_127268,Adrb3
mm_scATAC_peak_6352,Mgat4e
mm_scATAC_peak_43743,Hmbox1
mm_scATAC_peak_31311,Max
mm_scATAC_peak_58912,Mdga1
mm_scATAC_peak_66838,Skor2
mm_scATAC_peak_125120,6430531B16Rik
mm_scATAC_peak_133535,Mbd3l2
mm_scATAC_peak_88170,Trim33
mm_scATAC_peak_66673,Rpl17
mm_scATAC_peak_144607,Map7d2
mm_scATAC_peak_30967,Six1
mm_scATAC_peak_123647,Tmem159
mm_scATAC_peak_140869,Gm14635
mm_scATAC_peak_20673,Sept8
mm_scATAC_peak_37521,BC052688
mm_scATAC_peak_10516,Utrn
mm_scATAC_peak_123998,D430042O09Rik
mm_scATAC_peak_65544,Cep120
mm_scATAC_peak_64501,Etf1
mm_scATAC_peak_60066,Hsp90ab1
mm_scATAC_peak_65707,Slc12a2
mm_scATAC_peak_136650,Rbpms2
mm_scATAC_peak_136399,Smad3
mm_scATAC_peak_66135,Nedd4l
mm_scATAC_peak_47547,Fzd6
mm_scATAC_peak_15338,Slc25a3
mm_scATAC_peak_10089,Akap12
mm_scATAC_peak_141937,Mir363
mm_scATAC_peak_112891,Kdm3a
mm_scATAC_peak_48337,Ndrg1
mm_scATAC_peak_76929,Ctnnd1
mm_scATAC_peak_32769,Ttc7b
mm_scATAC_peak_51723,Eef2kmt
mm_scATAC_peak_98789,Vps13d
mm_scATAC_peak_116560,Slco1a5
mm_scATAC_peak_96886,Rnf19b
mm_scATAC_peak_39766,Nln
mm_scATAC_peak_17707,Pes1
mm_scATAC_peak_141893,Mbnl3
mm_scATAC_peak_62181,8430430B14Rik
mm_scATAC_peak_135115,Rnf214
mm_scATAC_peak_69692,2700046G09Rik
mm_scATAC_peak_59228,Akap8
mm_scATAC_peak_122042,Ccdc90b
mm_scATAC_peak_88702,Slc25a54
mm_scATAC_peak_131145,Zfp821
mm_scATAC_peak_49280,Mir5113
mm_scATAC_peak_1215,Phf3
mm_scATAC_peak_39116,Ap3b1
mm_scATAC_peak_17353,Coq10a
mm_scATAC_peak_43674,Xkr6
mm_scATAC_peak_9435,Mir297c
mm_scATAC_peak_54991,Bbx
mm_scATAC_peak_67093,Atp9b
mm_scATAC_peak_138551,Cep63
mm_scATAC_peak_117313,Hspbp1
mm_scATAC_peak_118812,Cyp2f2
mm_scATAC_peak_66646,Acaa2
mm_scATAC_peak_35928,Riok1
mm_scATAC_peak_18017,Pgam2
mm_scATAC_peak_9878,Camk1g
mm_scATAC_peak_111585,Mrps33
mm_scATAC_peak_59099,Pknox1
mm_scATAC_peak_85820,1110032F04Rik
mm_scATAC_peak_10002,Plekhg1
mm_scATAC_peak_56975,Tagap
mm_scATAC_peak_114886,Vgll4
mm_scATAC_peak_95667,Toe1
mm_scATAC_peak_12298,Qrsl1
mm_scATAC_peak_8936,Lin9
mm_scATAC_peak_94395,9530080O11Rik
mm_scATAC_peak_2175,Nck2
mm_scATAC_peak_76402,Sp3
mm_scATAC_peak_56664,Arid1b
mm_scATAC_peak_10166,Syne1
mm_scATAC_peak_123366,Sox6
mm_scATAC_peak_90934,Car8
mm_scATAC_peak_18401,Fignl1
mm_scATAC_peak_39974,Pde4d
mm_scATAC_peak_73887,Gm13547
mm_scATAC_peak_66019,Gm9949
mm_scATAC_peak_16227,Rab21
mm_scATAC_peak_64859,Arap3
mm_scATAC_peak_3635,Ctdsp1
mm_scATAC_peak_10425,4930567K20Rik
mm_scATAC_peak_118843,Coq8b
mm_scATAC_peak_79192,Anapc1
mm_scATAC_peak_72710,H2al2a
mm_scATAC_peak_3961,Utp14b
mm_scATAC_peak_74964,Psmb7
mm_scATAC_peak_104148,Cdkl2
mm_scATAC_peak_114535,Ppp4r2
mm_scATAC_peak_35493,Cdkal1
mm_scATAC_peak_64517,Ctnna1
mm_scATAC_peak_106620,Ccdc63
mm_scATAC_peak_16960,Mirlet7i
mm_scATAC_peak_144534,Yy2
mm_scATAC_peak_119068,Nccrp1
mm_scATAC_peak_69697,Minpp1
mm_scATAC_peak_104116,Mthfd2l
mm_scATAC_peak_2009,Map4k4
mm_scATAC_peak_104477,Rasgef1b
mm_scATAC_peak_119402,Proser3
mm_scATAC_peak_5974,Rab29
mm_scATAC_peak_82807,Zfp971
mm_scATAC_peak_114402,Foxp1
mm_scATAC_peak_111461,4930599N23Rik
mm_scATAC_peak_92532,Gne
mm_scATAC_peak_97127,Snrnp40
mm_scATAC_peak_75707,March7
mm_scATAC_peak_134028,Bmper
mm_scATAC_peak_133312,Kdm4d
mm_scATAC_peak_2493,Inpp1
mm_scATAC_peak_100557,Speer4d
mm_scATAC_peak_114345,Frmd4b
mm_scATAC_peak_129356,Zfp827
mm_scATAC_peak_36477,Rnf144b
mm_scATAC_peak_115690,P3h3
mm_scATAC_peak_79279,Il1a
mm_scATAC_peak_79669,Fermt1
mm_scATAC_peak_56026,Itsn1
mm_scATAC_peak_5868,Cd55b
mm_scATAC_peak_111318,Trim24
mm_scATAC_peak_116252,Emp1
mm_scATAC_peak_88722,Vav3
mm_scATAC_peak_56823,Dynlt1b
mm_scATAC_peak_80075,Insm1
mm_scATAC_peak_32955,Gm20604
mm_scATAC_peak_34954,Elmo1
mm_scATAC_peak_138341,Gm1123
mm_scATAC_peak_45677,Gm5089
mm_scATAC_peak_118234,Fbxo46
mm_scATAC_peak_35167,Abt1
mm_scATAC_peak_22062,Dlg4
mm_scATAC_peak_129094,Klf2
mm_scATAC_peak_23085,Tnfaip1
mm_scATAC_peak_49691,Ttll12
mm_scATAC_peak_109171,Usp12
mm_scATAC_peak_44919,Dis3
mm_scATAC_peak_126018,Col4a2
mm_scATAC_peak_75002,Mir181a-2
mm_scATAC_peak_72773,Mllt10
mm_scATAC_peak_114007,Nup210
mm_scATAC_peak_94021,Snapc3
mm_scATAC_peak_76376,6430710C18Rik
mm_scATAC_peak_4782,4933400F21Rik
mm_scATAC_peak_72320,Gata3
mm_scATAC_peak_114060,Lsm3
mm_scATAC_peak_84639,Mir7009
mm_scATAC_peak_8497,Igsf9
mm_scATAC_peak_111103,Akr1b10
mm_scATAC_peak_1226,Phf3
mm_scATAC_peak_63064,Wac
mm_scATAC_peak_60619,Efhb
mm_scATAC_peak_69457,Gm9895
mm_scATAC_peak_41863,Mustn1
mm_scATAC_peak_3158,Ino80d
mm_scATAC_peak_66137,Nedd4l
mm_scATAC_peak_31802,Dpf3
mm_scATAC_peak_35872,Rreb1
mm_scATAC_peak_65241,A330093E20Rik
mm_scATAC_peak_58793,Cpne5
mm_scATAC_peak_121,Npbwr1
mm_scATAC_peak_102051,Fgfr3
mm_scATAC_peak_99230,Pex14
mm_scATAC_peak_130450,A330008L17Rik
mm_scATAC_peak_83765,Armc1
mm_scATAC_peak_82635,Vapb
mm_scATAC_peak_26117,Ddx42
mm_scATAC_peak_45641,Clybl
mm_scATAC_peak_25727,Ccdc103
mm_scATAC_peak_2779,Sgo2a
mm_scATAC_peak_137431,Gcm1
mm_scATAC_peak_101506,Gm5129
mm_scATAC_peak_121376,Fanci
mm_scATAC_peak_114897,Vgll4
mm_scATAC_peak_93877,Kdm4c
mm_scATAC_peak_114237,Mir7041
mm_scATAC_peak_58233,Gm10012
mm_scATAC_peak_114806,Fancd2os
mm_scATAC_peak_85198,Supt20
mm_scATAC_peak_15881,Ppp1r12a
mm_scATAC_peak_129707,Rtbdn
mm_scATAC_peak_27469,Bahcc1
mm_scATAC_peak_65462,Hsd17b4
mm_scATAC_peak_40127,Ankrd55
mm_scATAC_peak_129248,0610038B21Rik
mm_scATAC_peak_100160,Cdk14
mm_scATAC_peak_29478,Prps1l1
mm_scATAC_peak_80096,Ralgapa2
