Distance from Center (cmd=annotatePeaks.pl tss mm10 -size -1500,1500 -hist 10 -norm 1e6 -fragLength 1 -d TagDirectory/Merged_all TagDirectory/2cell-10 TagDirectory/2cell-11 TagDirectory/2cell-12 TagDirectory/2cell-13 TagDirectory/2cell-14 TagDirectory/2cell-15 TagDirectory/2cell-16 TagDirectory/2cell-17 TagDirectory/2cell-18 TagDirectory/2cell-19 TagDirectory/2cell-20 TagDirectory/2cell-21 TagDirectory/2cell-22 TagDirectory/2cell-23 TagDirectory/2cell-24 TagDirectory/2cell-25 TagDirectory/2cell-26 TagDirectory/2cell-27 TagDirectory/2cell-28 TagDirectory/2cell-29 TagDirectory/2cell-30 TagDirectory/2cell-31 TagDirectory/2cell-32 TagDirectory/2cell-33 TagDirectory/2cell-34)	TagDirectory/Merged_all Coverage	TagDirectory/Merged_all + Tags	TagDirectory/Merged_all - Tags	TagDirectory/2cell-10 Coverage	TagDirectory/2cell-10 + Tags	TagDirectory/2cell-10 - Tags	TagDirectory/2cell-11 Coverage	TagDirectory/2cell-11 + Tags	TagDirectory/2cell-11 - Tags	TagDirectory/2cell-12 Coverage	TagDirectory/2cell-12 + Tags	TagDirectory/2cell-12 - Tags	TagDirectory/2cell-13 Coverage	TagDirectory/2cell-13 + Tags	TagDirectory/2cell-13 - Tags	TagDirectory/2cell-14 Coverage	TagDirectory/2cell-14 + Tags	TagDirectory/2cell-14 - Tags	TagDirectory/2cell-15 Coverage	TagDirectory/2cell-15 + Tags	TagDirectory/2cell-15 - Tags	TagDirectory/2cell-16 Coverage	TagDirectory/2cell-16 + Tags	TagDirectory/2cell-16 - Tags	TagDirectory/2cell-17 Coverage	TagDirectory/2cell-17 + Tags	TagDirectory/2cell-17 - Tags	TagDirectory/2cell-18 Coverage	TagDirectory/2cell-18 + Tags	TagDirectory/2cell-18 - Tags	TagDirectory/2cell-19 Coverage	TagDirectory/2cell-19 + Tags	TagDirectory/2cell-19 - Tags	TagDirectory/2cell-20 Coverage	TagDirectory/2cell-20 + Tags	TagDirectory/2cell-20 - Tags	TagDirectory/2cell-21 Coverage	TagDirectory/2cell-21 + Tags	TagDirectory/2cell-21 - Tags	TagDirectory/2cell-22 Coverage	TagDirectory/2cell-22 + Tags	TagDirectory/2cell-22 - Tags	TagDirectory/2cell-23 Coverage	TagDirectory/2cell-23 + Tags	TagDirectory/2cell-23 - Tags	TagDirectory/2cell-24 Coverage	TagDirectory/2cell-24 + Tags	TagDirectory/2cell-24 - Tags	TagDirectory/2cell-25 Coverage	TagDirectory/2cell-25 + Tags	TagDirectory/2cell-25 - Tags	TagDirectory/2cell-26 Coverage	TagDirectory/2cell-26 + Tags	TagDirectory/2cell-26 - Tags	TagDirectory/2cell-27 Coverage	TagDirectory/2cell-27 + Tags	TagDirectory/2cell-27 - Tags	TagDirectory/2cell-28 Coverage	TagDirectory/2cell-28 + Tags	TagDirectory/2cell-28 - Tags	TagDirectory/2cell-29 Coverage	TagDirectory/2cell-29 + Tags	TagDirectory/2cell-29 - Tags	TagDirectory/2cell-30 Coverage	TagDirectory/2cell-30 + Tags	TagDirectory/2cell-30 - Tags	TagDirectory/2cell-31 Coverage	TagDirectory/2cell-31 + Tags	TagDirectory/2cell-31 - Tags	TagDirectory/2cell-32 Coverage	TagDirectory/2cell-32 + Tags	TagDirectory/2cell-32 - Tags	TagDirectory/2cell-33 Coverage	TagDirectory/2cell-33 + Tags	TagDirectory/2cell-33 - Tags	TagDirectory/2cell-34 Coverage	TagDirectory/2cell-34 + Tags	TagDirectory/2cell-34 - Tags
-1500	1.58589089859534	0.000741617760245956	0.000702195978448794	1.07097844910525	0.000841483067154127	0.000229495381951126	0	0	0	0.98289878776217	0.000759512699634404	0.00013403165287666	1.2434096594189	0.000621704829709448	0.000518087358091206	0.949586299788339	0.000203482778526073	0.000746103521262267	0.920122185876467	0.000262892053107562	0.000197169039830672	0.379870598422167	0.000253247065614778	0.000126623532807389	1.24831633634789	0.000416105445449298	0.000832210890898595	0.402636136232442	0.000301977102174331	0.00010065903405811	0.318428901289205	0.000106142967096402	5.30714835482009e-05	0.473614585337695	0.000338296132384068	6.76592264768136e-05	0.985159707523571	0.000532518760823552	0.000372763132576486	0.694811910717722	0.000416887146430633	0.000277924764287089	0.743337502405234	0.00044600250144314	0.000233620357898788	0.563017125264576	0.000281508562632288	0.000211131421974216	0.85982297479315	0.000262723686742351	0.000525447373484703	0.916321916490283	0.000413243217240716	0.000413243217240716	0.66564845102944	0.000310635943813739	0.000288447662112757	0.757648643448143	0.000387242639984606	0.000319896093900327	0.695786030402155	0.000391379642101212	0.000304406388300943	0.893303829132192	0.000379654127381181	0.000491317106022705	0.921637483163363	0.000338560708100827	0.000545458918606888	0.770877429286126	0.000462526457571676	0.000308350971714451	1.16267798730037	0.000593707908408697	0.000568970078891668	0.906063594381374	0.000327725129882625	0.000481948720415624
-1490	1.57475466615355	0.000727234462189398	0.00070424042716921	1.14747690975563	0.000305993842601501	0.000841483067154127	0	0	0	0.714835482008851	0.000268063305753319	0.000446772176255532	0.932557244564172	0.000414469886472965	0.000518087358091206	0.678275928420242	0.000678275928420242	0	0.788676159322686	0.000460061092938234	0.000262892053107562	0.886364729651722	0.000253247065614778	0.000633117664036944	0.416105445449298	0.000364092264768135	5.20131806811622e-05	0.905931306522994	0.000603954204348663	0.000301977102174331	0.636857802578411	0.000318428901289205	0.000318428901289205	0.202977679430441	6.76592264768136e-05	6.76592264768136e-05	0.958533769482394	0.000532518760823552	0.000372763132576486	0.694811910717722	0.000277924764287089	0.00025013228785838	0.615908216278622	8.4952857417741e-05	0.000276096786607658	0.61579998075813	0.00026391427746777	0.000281508562632288	0.692635174138926	0.000214955743698287	0.000477679430440639	0.68274966326727	0.000161703867615932	0.000413243217240716	1.0650375216471	0.000576895324225515	0.000355012507215701	0.589282278237445	0.000319896093900327	0.000252549547816048	1.0001924187031	0.000347893015201078	0.00065229940350202	1.16129497787185	0.000669977871849144	0.000334988935924572	1.16615355012507	0.000394987492784298	0.000564267846834712	0.886509043679045	0.000269807100250144	0.000539614200500289	0.816348374061959	0.000395805272272465	0.00027211612468732	0.848229747931499	0.000154223590533	0.000636172310948624
-1480	1.5636304598807	0.000730685972676209	0.000693080142389532	0.229495381951126	0.00015299692130075	7.64984606503752e-05	0	0	0	1.07225322301328	0.000491449393881085	0.000536126611506638	0.932557244564172	0.000310852414854724	0.000621704829709448	1.01741389263036	0.00047479314989417	0.00047479314989417	0.788676159322686	0.000394338079661343	0.000394338079661343	0.379870598422167	0.000379870598422167	0	0.312079084086973	0.000104026361362324	0.000104026361362324	0.402636136232442	0	0.000402636136232442	0.743000769674812	0.000265357417741004	0.000424571868385607	0.202977679430441	0.000135318452953627	0	0.852030017317683	0.000266259380411776	0.000479266884741197	0.583642005002886	0.000166754858572253	0.000416887146430633	0.700861073696363	0.000318573215316529	0.000318573215316529	0.79174283240331	0.000457451414277468	0.000299102847796806	0.764287088705022	0.000214955743698287	0.000549331345006735	0.826486434481432	0.000395276120838946	0.000341374831633635	0.887531268039253	0.000510330479122571	0.000310635943813739	0.875505099095632	0.000336732730421397	0.000420915913026746	0.565326149701751	0.000304406388300943	0.000173946507600539	0.692310467577449	0.000267991148739657	0.000312656340196267	1.09091783721378	0.000507841062151241	0.000489032133923417	0.616701943428901	0.000231263228785838	0.000269807100250144	1.28636713488551	0.000593707908408697	0.000593707908408697	0.616894362131999	0.00019277948816625	0.000385558976332499
-1470	1.56877766018857	0.000726284394842851	0.000698287473542122	0.15299692130075	7.64984606503752e-05	7.64984606503752e-05	0	0	0	0.580803829132192	0.000223386088127766	0.000357417741004426	0.82893977294593	0.000207234943236483	0.000621704829709448	0.339137964210121	0.000203482778526073	0.000135655185684048	0.788676159322686	0.000131446026553781	0.000460061092938234	1.1396117952665	0.000379870598422167	0.000759741196844333	0.520131806811622	0.000364092264768135	0.000156039542043487	0.603954204348663	0.000402636136232442	0.000201318068116221	1.11450115451222	0.000849143736771214	0.000159214450644603	0.338296132384068	0.000202977679430441	6.76592264768136e-05	0.745526265152973	0.000346137194535309	0.000399389070617664	0.861566769289975	0.000305717240715798	0.000472472099288051	0.44600250144314	0.000212382143544353	0.000191143929189917	0.686177121416202	0.000246319992303252	0.00035188570329036	0.907590917837214	0.000549331345006735	0.000262723686742351	1.13192707331153	0.000664782566865499	0.000287473542428324	0.843154704637291	0.00033282422551472	0.000443765634019627	0.622955551279584	0.000218876274773908	0.000370406003463537	0.521839522801616	0.000391379642101212	0.000130459880700404	0.669977871849144	0.000290323744467962	0.000357321531652877	0.583076775062536	0.000319751779873004	0.000206898210506061	1.04068452953627	0.000539614200500289	0.000346894843178757	1.43479411198769	0.000667921396959785	0.000593707908408697	0.520504618048874	9.63897440831249e-05	0.000404836925149124
-1460	1.57991389263036	0.000731311333461277	0.00070866605734046	0.688486145853377	0.000229495381951126	0.000382492303251876	0	0	0	0.670158264383298	0.000223386088127766	0.000446772176255532	1.86511448912834	0.00082893977294593	0.00082893977294593	0.135655185684048	0.000135655185684048	0	0.525784106215124	0.000197169039830672	0.000328615066384453	1.39285886088128	0.000633117664036944	0.000633117664036944	0.832210890898595	0.000676171348855109	0.000104026361362324	0	0	0	0.955286703867616	0.000530714835482009	0.000424571868385607	0.608933038291322	0.000270636905907254	0.000338296132384068	0.718900327111795	0.000292885318452954	0.000399389070617664	0.555849528574177	0.000305717240715798	0.000194547335000962	0.785813931114104	0.000467240715797576	0.000276096786607658	0.52782855493554	0.000140754281316144	0.00026391427746777	0.955358860881278	0.000358259572830479	0.000501563401962671	0.664782566865499	0.000161703867615932	0.000341374831633635	0.621271887627477	0.000266259380411776	0.000310635943813739	0.589282278237445	0.000218876274773908	0.000252549547816048	0.434866269001347	0.000260919761400808	0.000173946507600539	0.580647488935925	0.000401986723109486	0.000178660765826438	0.695930344429479	0.00030094285164518	0.000357369636328651	0.462526457571676	0.000154175485857225	0.000154175485857225	1.23689147585145	0.000470018760823552	0.000618445737925726	0.366281027515875	0.000154223590533	0.00019277948816625
-1450	1.59731575909178	0.000751587454300216	0.000705467096401461	0.688486145853377	0.000382492303251876	0.000229495381951126	0	0	0	0.804189917259958	0.000402094958629979	0.000312740523378872	0.518087358091206	0	0.000518087358091206	0.813931114104291	0.000813931114104291	0	0.328615066384453	0.000262892053107562	6.57230132768905e-05	0.759741196844333	0.000253247065614778	0.000506494131229556	0.520131806811622	0.000208052722724649	0.000260065903405811	0.704613238406773	0.000402636136232442	0.000201318068116221	1.16757263806042	0.000159214450644603	0.00058378631903021	0.744251491244949	0.000608933038291322	6.76592264768136e-05	0.985159707523571	0.000612396574947085	0.000346137194535309	1.13949153357706	0.000722604387146431	0.000389094670001924	0.743337502405234	0.000361049644025399	0.000339811429670964	0.809337117567828	0.00052782855493554	0.000246319992303252	0.668751202616894	0.000382143544352511	0.000191071772176256	0.844453530883202	0.000395276120838946	0.000395276120838946	0.621271887627477	0.000310635943813739	0.000266259380411776	0.976524918222051	0.000572445641716375	0.000370406003463537	0.260919761400808	0.000130459880700404	0.000130459880700404	0.468984510294401	0.000245658553011353	0.000178660765826438	0.921637483163363	0.000394987492784298	0.000357369636328651	0.192719357321531	7.70877429286127e-05	0.000115631614392919	1.08846449874928	0.000296853954204349	0.000470018760823552	0.597616413315374	0.000308447181066	0.0002313353857995
-1440	1.59949249567058	0.000739284683470904	0.000714510775447058	0.994479988454878	0.000611987685203002	0.000382492303251876	0.993902732345584	0.000993902732345584	0	0.625481046757745	0.000536126611506638	8.93544352511064e-05	0.725322301327689	0.000310852414854724	0.000414469886472965	0.610448335578218	0.00047479314989417	6.78275928420242e-05	1.05156821243025	0.000460061092938234	0.000460061092938234	0.633117664036944	0.000253247065614778	0.000253247065614778	0.416105445449298	0.000208052722724649	0.000208052722724649	0.201318068116221	0	0.000201318068116221	1.59214450644603	0.000689929286126612	0.000796072253223013	0.541273811814508	0.000135318452953627	0.000405955358860881	1.14491533577064	0.000718900327111795	0.000372763132576486	0.750396863575139	0.000416887146430633	0.00025013228785838	0.658384644987493	0.000233620357898788	0.000361049644025399	1.05565710987108	0.00052782855493554	0.000404668558783914	0.382143544352511	0.000143303829132192	0.00011941985761016	0.574947084856648	0.000233572253223013	0.000251539349624784	1.28692033865692	0.000687836732730421	0.000599083605926496	0.690302097363864	0.000387242639984606	0.000235712911294978	0.434866269001347	8.69732538002694e-05	0.000347893015201078	0.714643063305753	0.000334988935924572	0.000357321531652877	0.827592842024245	0.000319751779873004	0.000507841062151241	0.501070329035982	0.000308350971714451	0.000192719357321532	1.01425101019819	0.000470018760823552	0.000470018760823552	0.520504618048874	0.00034700307869925	0.000154223590533
-1430	1.57274629593997	0.00073008466422903	0.00070182316721155	0.611987685203002	0.000458990763902251	0	0	0	0	0.670158264383298	0.000402094958629979	0.000268063305753319	0.414469886472965	0.000310852414854724	0	0.813931114104291	0.000610448335578218	0.000203482778526073	1.11729122570714	0.000394338079661343	0.000591507119492014	0.379870598422167	0.000253247065614778	0.000126623532807389	0.572144987492784	0.000104026361362324	0.00046811862613046	1.0065903405811	0.000301977102174331	0.000704613238406773	0.849143736771214	0.000530714835482009	0.000265357417741004	0.676592264768135	0.000202977679430441	0.000135318452953627	0.958533769482394	0.000479266884741197	0.000319511256494131	0.944944198576102	0.00050026457571676	0.00025013228785838	0.913243217240716	0.000382287858379835	0.000424764287088705	0.79174283240331	0.000211131421974216	0.000422262843948432	0.692635174138926	0.000191071772176256	0.000453795458918607	0.808519338079661	0.000287473542428324	0.000467144506446027	0.909719549740235	0.000421577352318645	0.000266259380411776	0.757648643448143	0.000286222820858187	0.000387242639984606	0.652299403502021	0.000304406388300943	0.000304406388300943	0.714643063305753	0.000446651914566096	0.000178660765826438	0.884019626707716	0.000526649990379065	0.000244516066961709	0.423982586107369	0.000192719357321532	0.000192719357321532	1.01425101019819	0.000742134885510872	0.000173164806619203	0.732562055031749	0.000250613334616125	0.000404836925149124
-1420	1.5814412160862	0.000740042332114338	0.000698876755820358	1.07097844910525	0.000382492303251876	0.000458990763902251	0	0	0	0.491449393881085	0.000312740523378872	0.00013403165287666	1.2434096594189	0.000414469886472965	0.00082893977294593	0.542620742736194	0.000542620742736194	0	0.722953146045796	0.000657230132768905	6.57230132768905e-05	1.26623532807389	0.000886364729651722	0.000379870598422167	0.156039542043487	0	0.000156039542043487	0.905931306522994	0.000301977102174331	0.000402636136232442	1.06142967096402	0.000424571868385607	0.000424571868385607	0.94722917067539	0.000338296132384068	0.000608933038291322	0.798778141235328	0.000213007504329421	0.000505892822782374	0.639226957860304	0.00025013228785838	0.000305717240715798	0.84952857417741	0.000339811429670964	0.000467240715797576	0.686177121416202	0.000299102847796806	0.000299102847796806	1.02701077544737	0.000501563401962671	0.000453795458918607	0.71868385607081	0.000377309024437175	0.000305440638830094	1.24254377525495	0.000532518760823552	0.00066564845102944	0.858668462574562	0.000521935732153165	0.000202039638252838	0.65229940350202	0.000434866269001347	0.000217433134500673	1.16129497787185	0.00051364970175101	0.00055831489320762	1.05329998075813	0.000639503559746007	0.000376178564556475	0.73233355782182	0.000539614200500289	0.000154175485857225	1.26162930536848	0.000568970078891668	0.000494756590340581	0.925341543197999	0.000424114873965749	0.000366281027515874
-1410	1.57764094670002	0.000735027419664855	0.000699935058687394	0.535489224552626	0.000382492303251876	0.00015299692130075	0	0	0	1.16160765826438	0.000759512699634404	0.000357417741004426	1.03617471618241	0	0.00103617471618241	0.47479314989417	0.000135655185684048	0.000203482778526073	0.657230132768905	0.000262892053107562	0.000262892053107562	0.379870598422167	0.000379870598422167	0	0.260065903405811	0.000156039542043487	0.000104026361362324	1.30856744275544	0.000603954204348663	0.000704613238406773	1.48600153934962	0.000743000769674812	0.000689929286126612	0.473614585337695	0.000405955358860881	6.76592264768136e-05	1.38454877814124	0.00117154127381181	0.000213007504329421	0.805981816432557	0.000444679622859342	0.00025013228785838	0.509717144506446	0.000276096786607658	0.000169905714835482	0.914902828554936	0.00026391427746777	0.000475045699441986	0.692635174138926	0.00011941985761016	0.000406027515874543	0.916321916490283	0.000485111602847797	0.000413243217240716	0.732213296132384	0.000355012507215701	0.000266259380411776	0.589282278237445	0.000134693092168559	0.000420915913026746	0.434866269001347	0.000260919761400808	0.000173946507600539	0.446651914566096	0.000245658553011353	0.000178660765826438	0.884019626707716	0.000470223205695593	0.00030094285164518	0.462526457571676	0.000308350971714451	0.000154175485857225	1.28636713488551	0.000742134885510872	0.000420543101789494	0.501226669232249	0.000250613334616125	0.0002313353857995
