cell	uniq_frags
8-10cell-103	31854.000000
8-10cell-104	14707.000000
8-10cell-105	34030.000000
8-10cell-106	10884.000000
8-10cell-107	151400.000000
8-10cell-108	47388.000000
8-10cell-109	9439.000000
8-10cell-11	43849.000000
8-10cell-110	22621.000000
8-10cell-111	26325.000000
8-10cell-112	20176.000000
8-10cell-113	8768.000000
8-10cell-114	472373.000000
8-10cell-115	6598.000000
8-10cell-116	3864.000000
8-10cell-117	5866.000000
8-10cell-118	12467.000000
8-10cell-119	31463.000000
8-10cell-12	42763.000000
8-10cell-120	15188.000000
8-10cell-121	13195.000000
8-10cell-122	12099.000000
8-10cell-123	5834.000000
8-10cell-124	19268.000000
8-10cell-125	6242.000000
8-10cell-126	21041.000000
8-10cell-127	15718.000000
8-10cell-128	27880.000000
8-10cell-129	5596.000000
8-10cell-13	61660.000000
8-10cell-130	5424.000000
8-10cell-131	3575.000000
8-10cell-132	7193.000000
8-10cell-133	16341.000000
8-10cell-134	6636.000000
8-10cell-135	26024.000000
8-10cell-136	17959.000000
8-10cell-137	33853.000000
8-10cell-138	11641.000000
8-10cell-139	2588.000000
8-10cell-14	62793.000000
8-10cell-140	7019.000000
8-10cell-141	3221.000000
8-10cell-142	43098.000000
8-10cell-143	6450.000000
8-10cell-144	8346.000000
8-10cell-145	24722.000000
8-10cell-146	86837.000000
8-10cell-147	106424.000000
8-10cell-148	8794.000000
8-10cell-149	5489.000000
8-10cell-15	1606.000000
8-10cell-150	11886.000000
8-10cell-151	128776.000000
8-10cell-152	21889.000000
8-10cell-153	81108.000000
8-10cell-154	127911.000000
8-10cell-155	68090.000000
8-10cell-156	22985.000000
8-10cell-157	58955.000000
8-10cell-158	46068.000000
8-10cell-159	68427.000000
8-10cell-16	5063.000000
8-10cell-160	77727.000000
8-10cell-161	24540.000000
8-10cell-162	67198.000000
8-10cell-163	50078.000000
8-10cell-164	44143.000000
8-10cell-165	58170.000000
8-10cell-166	67064.000000
8-10cell-167	46844.000000
8-10cell-168	103455.000000
8-10cell-169	565.000000
8-10cell-17	42956.000000
8-10cell-170	107967.000000
8-10cell-171	74244.000000
8-10cell-172	73208.000000
8-10cell-173	9720.000000
8-10cell-174	5719.000000
8-10cell-175	46085.000000
8-10cell-176	31691.000000
8-10cell-177	53413.000000
8-10cell-178	26799.000000
8-10cell-179	25233.000000
8-10cell-18	46275.000000
8-10cell-180	36106.000000
8-10cell-181	16770.000000
8-10cell-182	31025.000000
8-10cell-183	22908.000000
8-10cell-184	19803.000000
8-10cell-185	27044.000000
8-10cell-186	15922.000000
8-10cell-187	37584.000000
8-10cell-188	30528.000000
8-10cell-189	20783.000000
8-10cell-19	49173.000000
8-10cell-190	20022.000000
8-10cell-191	8233.000000
8-10cell-192	16639.000000
8-10cell-2	74824.000000
8-10cell-20	72458.000000
8-10cell-21	61258.000000
8-10cell-22	31579.000000
8-10cell-23	24100.000000
8-10cell-24	25904.000000
8-10cell-25	258.000000
8-10cell-26	30416.000000
8-10cell-27	31195.000000
8-10cell-28	25113.000000
8-10cell-29	26702.000000
8-10cell-3	64302.000000
8-10cell-30	27932.000000
8-10cell-31	29049.000000
8-10cell-32	21187.000000
8-10cell-33	56367.000000
8-10cell-34	1057.000000
8-10cell-35	42468.000000
8-10cell-36	48437.000000
8-10cell-37	57504.000000
8-10cell-38	25315.000000
8-10cell-39	61564.000000
8-10cell-4	2652.000000
8-10cell-40	62250.000000
8-10cell-41	377.000000
8-10cell-42	52366.000000
8-10cell-43	38119.000000
8-10cell-44	47070.000000
8-10cell-45	20623.000000
8-10cell-46	88799.000000
8-10cell-47	31953.000000
8-10cell-48	66014.000000
8-10cell-49	23344.000000
8-10cell-5	52948.000000
8-10cell-50	98095.000000
8-10cell-51	22794.000000
8-10cell-52	15411.000000
8-10cell-53	13568.000000
8-10cell-54	21790.000000
8-10cell-55	24891.000000
8-10cell-56	11944.000000
8-10cell-57	13581.000000
8-10cell-58	7956.000000
8-10cell-59	28730.000000
8-10cell-6	47495.000000
8-10cell-60	13595.000000
8-10cell-61	10357.000000
8-10cell-62	9257.000000
8-10cell-63	4779.000000
8-10cell-64	7054.000000
8-10cell-65	5544.000000
8-10cell-66	9203.000000
8-10cell-67	18234.000000
8-10cell-68	39104.000000
8-10cell-69	32661.000000
8-10cell-7	55173.000000
8-10cell-70	22060.000000
8-10cell-71	23539.000000
8-10cell-72	27323.000000
8-10cell-73	12777.000000
8-10cell-74	25994.000000
8-10cell-75	31698.000000
8-10cell-76	7456.000000
8-10cell-77	2778.000000
8-10cell-78	16920.000000
8-10cell-79	28977.000000
8-10cell-8	66138.000000
8-10cell-80	67410.000000
8-10cell-81	18621.000000
8-10cell-82	23897.000000
8-10cell-83	38852.000000
8-10cell-84	22177.000000
8-10cell-85	38515.000000
8-10cell-86	18168.000000
8-10cell-87	3955.000000
8-10cell-88	13341.000000
8-10cell-89	11647.000000
8-10cell-9	50498.000000
8-10cell-90	16130.000000
8-10cell-91	10449.000000
8-10cell-92	42655.000000
8-10cell-93	6917.000000
8-10cell-94	19248.000000
8-10cell-95	17182.000000
8-10cell-96	12119.000000
8-10cell-97	28892.000000
8-10cell-98	22311.000000
8-10cell-99	44048.000000
Blastocyst-1	12017.000000
Blastocyst-10	17135.000000
Blastocyst-100	31846.000000
Blastocyst-101	48768.000000
Blastocyst-102	88093.000000
Blastocyst-103	72370.000000
Blastocyst-104	66922.000000
Blastocyst-105	43479.000000
Blastocyst-106	57441.000000
Blastocyst-107	10378.000000
Blastocyst-108	54021.000000
Blastocyst-109	53458.000000
Blastocyst-11	34807.000000
Blastocyst-110	18387.000000
Blastocyst-111	25259.000000
Blastocyst-112	51373.000000
Blastocyst-113	69634.000000
Blastocyst-114	16834.000000
Blastocyst-115	46132.000000
Blastocyst-116	40429.000000
Blastocyst-117	32342.000000
Blastocyst-118	16666.000000
Blastocyst-119	24513.000000
Blastocyst-12	49035.000000
Blastocyst-120	29857.000000
Blastocyst-121	39337.000000
Blastocyst-122	27369.000000
Blastocyst-123	46279.000000
Blastocyst-124	37757.000000
Blastocyst-125	25584.000000
Blastocyst-126	24843.000000
Blastocyst-127	32229.000000
Blastocyst-128	21849.000000
Blastocyst-129	49167.000000
Blastocyst-13	68016.000000
Blastocyst-130	62193.000000
Blastocyst-131	4510.000000
Blastocyst-132	51719.000000
Blastocyst-133	23772.000000
Blastocyst-134	26718.000000
Blastocyst-135	40022.000000
Blastocyst-136	37715.000000
Blastocyst-137	37370.000000
Blastocyst-138	49755.000000
Blastocyst-139	30305.000000
Blastocyst-14	17665.000000
Blastocyst-140	24127.000000
Blastocyst-141	25033.000000
Blastocyst-142	38961.000000
Blastocyst-143	37931.000000
Blastocyst-144	10661.000000
Blastocyst-145	20135.000000
Blastocyst-146	33693.000000
Blastocyst-147	54749.000000
Blastocyst-148	29755.000000
Blastocyst-149	168140.000000
Blastocyst-15	51801.000000
Blastocyst-150	60016.000000
Blastocyst-151	315507.000000
Blastocyst-152	127149.000000
Blastocyst-153	70847.000000
Blastocyst-154	64827.000000
Blastocyst-155	93838.000000
Blastocyst-156	40084.000000
Blastocyst-157	134949.000000
Blastocyst-158	87423.000000
Blastocyst-159	1002.000000
Blastocyst-16	74536.000000
Blastocyst-160	1790.000000
Blastocyst-161	138541.000000
Blastocyst-162	57244.000000
Blastocyst-163	1086.000000
Blastocyst-164	4686.000000
Blastocyst-165	84385.000000
Blastocyst-166	135438.000000
Blastocyst-167	561.000000
Blastocyst-168	29463.000000
Blastocyst-169	84013.000000
Blastocyst-17	110869.000000
Blastocyst-170	69447.000000
Blastocyst-171	84990.000000
Blastocyst-172	148755.000000
Blastocyst-173	35236.000000
Blastocyst-174	137693.000000
Blastocyst-175	74451.000000
Blastocyst-176	57868.000000
Blastocyst-177	54088.000000
Blastocyst-178	53085.000000
Blastocyst-179	87325.000000
Blastocyst-18	76161.000000
Blastocyst-180	69632.000000
Blastocyst-181	51151.000000
Blastocyst-182	93824.000000
Blastocyst-183	48840.000000
Blastocyst-184	28894.000000
Blastocyst-185	62783.000000
Blastocyst-19	133014.000000
Blastocyst-2	133155.000000
Blastocyst-20	14840.000000
Blastocyst-21	50383.000000
Blastocyst-22	36824.000000
Blastocyst-23	117156.000000
Blastocyst-24	147522.000000
Blastocyst-25	93725.000000
Blastocyst-26	184582.000000
Blastocyst-27	93319.000000
Blastocyst-28	25549.000000
Blastocyst-29	136139.000000
Blastocyst-3	76538.000000
Blastocyst-30	456.000000
Blastocyst-31	62461.000000
Blastocyst-32	61007.000000
Blastocyst-33	26521.000000
Blastocyst-34	3402.000000
Blastocyst-35	9481.000000
Blastocyst-36	33350.000000
Blastocyst-37	163192.000000
Blastocyst-38	36132.000000
Blastocyst-39	38193.000000
Blastocyst-4	53284.000000
Blastocyst-40	122647.000000
Blastocyst-41	22791.000000
Blastocyst-42	123906.000000
Blastocyst-43	35645.000000
Blastocyst-44	13605.000000
Blastocyst-45	10738.000000
Blastocyst-46	11382.000000
Blastocyst-47	11104.000000
Blastocyst-48	38123.000000
Blastocyst-49	37476.000000
Blastocyst-5	54464.000000
Blastocyst-50	36486.000000
Blastocyst-51	4092.000000
Blastocyst-52	9781.000000
Blastocyst-53	8206.000000
Blastocyst-54	27981.000000
Blastocyst-55	28444.000000
Blastocyst-56	11619.000000
Blastocyst-57	16469.000000
Blastocyst-58	29564.000000
Blastocyst-59	7874.000000
Blastocyst-6	15185.000000
Blastocyst-60	6427.000000
Blastocyst-61	16136.000000
Blastocyst-62	13506.000000
Blastocyst-63	2255.000000
Blastocyst-64	25770.000000
Blastocyst-65	42824.000000
Blastocyst-66	39081.000000
Blastocyst-67	11752.000000
Blastocyst-68	13038.000000
Blastocyst-69	55853.000000
Blastocyst-7	28906.000000
Blastocyst-70	22081.000000
Blastocyst-71	60715.000000
Blastocyst-72	66762.000000
Blastocyst-73	52895.000000
Blastocyst-74	73640.000000
Blastocyst-75	56740.000000
Blastocyst-76	98722.000000
Blastocyst-77	64749.000000
Blastocyst-78	86473.000000
Blastocyst-79	29357.000000
Blastocyst-8	78959.000000
Blastocyst-80	61215.000000
Blastocyst-81	52809.000000
Blastocyst-82	89265.000000
Blastocyst-83	65063.000000
Blastocyst-84	100394.000000
Blastocyst-85	62813.000000
Blastocyst-86	84435.000000
Blastocyst-87	20659.000000
Blastocyst-88	50245.000000
Blastocyst-89	112222.000000
Blastocyst-9	28303.000000
Blastocyst-90	2954.000000
Blastocyst-91	444940.000000
Blastocyst-92	103962.000000
Blastocyst-93	117438.000000
Blastocyst-94	53535.000000
Blastocyst-95	63026.000000
Blastocyst-96	57667.000000
Blastocyst-97	66347.000000
Blastocyst-98	136292.000000
Blastocyst-99	50956.000000
PN-1	1853.000000
PN-10	765.000000
PN-100	58278.000000
PN-101	20256.000000
PN-102	265.000000
PN-103	2962.000000
PN-104	168371.000000
PN-105	347732.000000
PN-106	33760.000000
PN-107	367865.000000
PN-108	322830.000000
PN-109	405804.000000
PN-11	98439.000000
PN-110	268892.000000
PN-111	339859.000000
PN-112	326499.000000
PN-113	304596.000000
PN-114	256010.000000
PN-115	297753.000000
PN-116	94420.000000
PN-117	94158.000000
PN-118	248372.000000
PN-119	1268.000000
PN-12	326691.000000
PN-120	237555.000000
PN-121	209367.000000
PN-122	1604.000000
PN-123	196615.000000
PN-124	56555.000000
PN-125	2221.000000
PN-126	178133.000000
PN-127	34212.000000
PN-128	155889.000000
PN-129	27485.000000
PN-13	254130.000000
PN-130	86372.000000
PN-131	238459.000000
PN-132	132916.000000
PN-133	133119.000000
PN-134	4100.000000
PN-135	142731.000000
PN-136	135668.000000
PN-137	2813.000000
PN-138	125171.000000
PN-139	1378.000000
PN-14	56820.000000
PN-140	87857.000000
PN-141	175698.000000
PN-142	218795.000000
PN-143	66691.000000
PN-144	216444.000000
PN-145	16286.000000
PN-146	1250.000000
PN-147	16730.000000
PN-148	185895.000000
PN-149	118503.000000
PN-15	387410.000000
PN-150	49216.000000
PN-151	104330.000000
PN-152	885.000000
PN-153	143093.000000
PN-154	4471.000000
PN-155	143489.000000
PN-156	77316.000000
PN-157	153280.000000
PN-158	34427.000000
PN-159	861.000000
PN-16	228053.000000
PN-160	74814.000000
PN-161	49897.000000
PN-162	232225.000000
PN-163	139175.000000
PN-164	39078.000000
PN-165	143942.000000
PN-166	85342.000000
PN-167	168337.000000
PN-168	121131.000000
PN-169	1904.000000
PN-17	414683.000000
PN-18	250853.000000
PN-19	133104.000000
PN-2	40905.000000
PN-20	295004.000000
PN-21	1341.000000
PN-22	25061.000000
PN-23	55163.000000
PN-24	31911.000000
PN-25	312434.000000
PN-26	288522.000000
PN-27	183070.000000
PN-28	28758.000000
PN-29	2504.000000
PN-3	837.000000
PN-30	238966.000000
PN-31	29760.000000
PN-32	181450.000000
PN-33	107173.000000
PN-34	69751.000000
PN-35	124718.000000
PN-36	100280.000000
PN-37	150873.000000
PN-38	75751.000000
PN-39	1567.000000
PN-4	126280.000000
PN-40	152788.000000
PN-41	60628.000000
PN-42	47338.000000
PN-43	74636.000000
PN-44	9976.000000
PN-45	77185.000000
PN-46	66357.000000
PN-47	30632.000000
PN-48	375292.000000
PN-49	132931.000000
PN-5	4034.000000
PN-50	160190.000000
PN-51	226864.000000
PN-52	189801.000000
PN-53	195620.000000
PN-54	1202.000000
PN-55	172880.000000
PN-56	151475.000000
PN-57	51497.000000
PN-58	233995.000000
PN-59	1503.000000
PN-6	55822.000000
PN-60	316394.000000
PN-61	204581.000000
PN-62	104997.000000
PN-63	88657.000000
PN-64	284531.000000
PN-65	119675.000000
PN-66	158224.000000
PN-67	163381.000000
PN-68	1549.000000
PN-69	66147.000000
PN-7	134543.000000
PN-70	12393.000000
PN-71	15502.000000
PN-72	57365.000000
PN-73	10088.000000
PN-74	45965.000000
PN-75	75575.000000
PN-76	10749.000000
PN-77	56595.000000
PN-78	81917.000000
PN-79	51623.000000
PN-8	12443.000000
PN-80	47279.000000
PN-81	51188.000000
PN-82	17670.000000
PN-83	18482.000000
PN-84	14890.000000
PN-85	63133.000000
PN-86	114226.000000
PN-87	70639.000000
PN-88	80046.000000
PN-89	62738.000000
PN-9	460833.000000
PN-90	35407.000000
PN-91	7099.000000
PN-92	1531.000000
PN-93	1354.000000
PN-94	49389.000000
PN-95	60627.000000
PN-96	123539.000000
PN-97	38059.000000
PN-98	121510.000000
PN-99	10782.000000
PNF-1	113994.000000
PNF-10	62537.000000
PNF-100	26963.000000
PNF-101	39500.000000
PNF-102	45302.000000
PNF-103	28534.000000
PNF-104	16816.000000
PNF-105	28972.000000
PNF-106	26322.000000
PNF-107	23170.000000
PNF-108	8906.000000
PNF-109	62133.000000
PNF-11	1103.000000
PNF-110	123124.000000
PNF-111	155096.000000
PNF-112	212833.000000
PNF-113	42322.000000
PNF-114	211588.000000
PNF-115	885.000000
PNF-116	269645.000000
PNF-117	51085.000000
PNF-118	111462.000000
PNF-119	79870.000000
PNF-12	27907.000000
PNF-120	90311.000000
PNF-121	104814.000000
PNF-122	110290.000000
PNF-123	178339.000000
PNF-124	20482.000000
PNF-125	99279.000000
PNF-126	80689.000000
PNF-127	32310.000000
PNF-128	25525.000000
PNF-129	14363.000000
PNF-13	152859.000000
PNF-130	40944.000000
PNF-131	37656.000000
PNF-132	99828.000000
PNF-133	24816.000000
PNF-134	40419.000000
PNF-135	46156.000000
PNF-136	51232.000000
PNF-137	51453.000000
PNF-138	27706.000000
PNF-139	32050.000000
PNF-14	82495.000000
PNF-140	28078.000000
PNF-141	3729.000000
PNF-142	37063.000000
PNF-143	37725.000000
PNF-144	50556.000000
PNF-145	16130.000000
PNF-146	40773.000000
PNF-147	33110.000000
PNF-148	17019.000000
PNF-149	8334.000000
PNF-15	160819.000000
PNF-150	14652.000000
PNF-151	10422.000000
PNF-152	10169.000000
PNF-153	23020.000000
PNF-154	21711.000000
PNF-155	22123.000000
PNF-156	23286.000000
PNF-157	20733.000000
PNF-158	10868.000000
PNF-159	5329.000000
PNF-16	128625.000000
PNF-160	6325.000000
PNF-161	5509.000000
PNF-162	7653.000000
PNF-163	16362.000000
PNF-164	16817.000000
PNF-165	16205.000000
PNF-166	19057.000000
PNF-167	11201.000000
PNF-168	18168.000000
PNF-169	13901.000000
PNF-17	272340.000000
PNF-170	24070.000000
PNF-171	41687.000000
PNF-172	18110.000000
PNF-173	17487.000000
PNF-174	37228.000000
PNF-175	17114.000000
PNF-176	17035.000000
PNF-177	18443.000000
PNF-178	373.000000
PNF-179	29373.000000
PNF-18	96799.000000
PNF-180	26049.000000
PNF-181	18351.000000
PNF-182	37174.000000
PNF-183	40555.000000
PNF-184	54576.000000
PNF-185	570.000000
PNF-19	219159.000000
PNF-2	117109.000000
PNF-20	26098.000000
PNF-21	139371.000000
PNF-22	95724.000000
PNF-23	80386.000000
PNF-24	72105.000000
PNF-25	75649.000000
PNF-26	3036.000000
PNF-27	122402.000000
PNF-28	178173.000000
PNF-29	186732.000000
PNF-3	167044.000000
PNF-30	105713.000000
PNF-31	13317.000000
PNF-32	162721.000000
PNF-33	7803.000000
PNF-34	174934.000000
PNF-35	14230.000000
PNF-36	6808.000000
PNF-37	197606.000000
PNF-38	40576.000000
PNF-39	44333.000000
PNF-4	1595.000000
PNF-40	136150.000000
PNF-41	56481.000000
PNF-42	205907.000000
PNF-43	119447.000000
PNF-44	117872.000000
PNF-45	33836.000000
PNF-46	93787.000000
PNF-47	89978.000000
PNF-48	134182.000000
PNF-49	121546.000000
PNF-5	200278.000000
PNF-50	226663.000000
PNF-51	224005.000000
PNF-52	132299.000000
PNF-53	116505.000000
PNF-54	145740.000000
PNF-55	152836.000000
PNF-56	2992.000000
PNF-57	48987.000000
PNF-58	31463.000000
PNF-59	129944.000000
PNF-6	154404.000000
PNF-60	24498.000000
PNF-61	71446.000000
PNF-62	7476.000000
PNF-63	91338.000000
PNF-64	55937.000000
PNF-65	47493.000000
PNF-66	15018.000000
PNF-67	102063.000000
PNF-68	86658.000000
PNF-69	94824.000000
PNF-7	150524.000000
PNF-70	121202.000000
PNF-71	2662.000000
PNF-72	79328.000000
PNF-73	89410.000000
PNF-74	68909.000000
PNF-75	12409.000000
PNF-76	114046.000000
PNF-77	120402.000000
PNF-78	47031.000000
PNF-79	20303.000000
PNF-8	155612.000000
PNF-80	95126.000000
PNF-81	41772.000000
PNF-82	20273.000000
PNF-83	74641.000000
PNF-84	78376.000000
PNF-85	27728.000000
PNF-86	984.000000
PNF-87	31281.000000
PNF-88	1776.000000
PNF-89	25985.000000
PNF-9	8694.000000
PNF-90	708.000000
PNF-91	41021.000000
PNF-92	6287.000000
PNF-93	34871.000000
PNF-94	45027.000000
PNF-95	757.000000
PNF-96	1390.000000
PNF-97	8055.000000
PNF-98	1175.000000
PNF-99	23443.000000
PNM-1	119459.000000
PNM-10	60145.000000
PNM-100	47365.000000
PNM-101	60387.000000
PNM-102	13388.000000
PNM-103	33241.000000
PNM-104	85666.000000
PNM-105	73453.000000
PNM-106	59548.000000
PNM-107	881.000000
PNM-108	53375.000000
PNM-109	29787.000000
PNM-11	39531.000000
PNM-110	31515.000000
PNM-111	35697.000000
PNM-112	31505.000000
PNM-113	32437.000000
PNM-114	28672.000000
PNM-115	48025.000000
PNM-116	92774.000000
PNM-117	82377.000000
PNM-118	71053.000000
PNM-119	99206.000000
PNM-12	22705.000000
PNM-120	65011.000000
PNM-121	102629.000000
PNM-122	8278.000000
PNM-123	17070.000000
PNM-124	33299.000000
PNM-125	22175.000000
PNM-126	27505.000000
PNM-13	659.000000
PNM-14	457.000000
PNM-15	38964.000000
PNM-16	465.000000
PNM-17	27225.000000
PNM-18	63514.000000
PNM-19	72014.000000
PNM-2	35324.000000
PNM-20	40657.000000
PNM-21	38334.000000
PNM-22	81797.000000
PNM-23	30579.000000
PNM-24	42599.000000
PNM-25	84893.000000
PNM-26	7720.000000
PNM-27	2970.000000
PNM-28	7691.000000
PNM-29	28880.000000
PNM-3	367.000000
PNM-30	30615.000000
PNM-31	19587.000000
PNM-32	21337.000000
PNM-33	17636.000000
PNM-34	37170.000000
PNM-35	29503.000000
PNM-36	30356.000000
PNM-37	13101.000000
PNM-38	24050.000000
PNM-39	16328.000000
PNM-4	27477.000000
PNM-40	15762.000000
PNM-41	1808.000000
PNM-42	9924.000000
PNM-43	2104.000000
PNM-44	6560.000000
PNM-45	19169.000000
PNM-46	20579.000000
PNM-47	18026.000000
PNM-48	20916.000000
PNM-49	16070.000000
PNM-5	29239.000000
PNM-50	19123.000000
PNM-51	12167.000000
PNM-52	25785.000000
PNM-53	12254.000000
PNM-54	43007.000000
PNM-55	11412.000000
PNM-56	27053.000000
PNM-57	25450.000000
PNM-58	23375.000000
PNM-59	15801.000000
PNM-6	969.000000
PNM-60	21898.000000
PNM-61	373.000000
PNM-62	302.000000
PNM-63	512.000000
PNM-64	810.000000
PNM-65	478.000000
PNM-66	564.000000
PNM-67	546.000000
PNM-68	435.000000
PNM-69	569.000000
PNM-7	84646.000000
PNM-70	503.000000
PNM-71	552.000000
PNM-72	773.000000
PNM-73	16333.000000
PNM-74	56318.000000
PNM-75	23680.000000
PNM-76	25988.000000
PNM-77	18222.000000
PNM-78	27656.000000
PNM-79	12947.000000
PNM-8	47377.000000
PNM-80	24562.000000
PNM-81	35942.000000
PNM-82	786.000000
PNM-83	24271.000000
PNM-84	16545.000000
PNM-85	15787.000000
PNM-86	16351.000000
PNM-87	24042.000000
PNM-88	10250.000000
PNM-89	17018.000000
PNM-9	36725.000000
PNM-90	18637.000000
PNM-91	26542.000000
PNM-92	16300.000000
PNM-93	10969.000000
PNM-94	15823.000000
PNM-95	10988.000000
PNM-96	15753.000000
PNM-97	148716.000000
PNM-98	55517.000000
PNM-99	42742.000000
early2cell-1	50656.000000
early2cell-10	84633.000000
early2cell-100	23856.000000
early2cell-101	35519.000000
early2cell-102	16603.000000
early2cell-103	32071.000000
early2cell-104	32479.000000
early2cell-105	26426.000000
early2cell-106	41049.000000
early2cell-107	42424.000000
early2cell-108	1463.000000
early2cell-109	57615.000000
early2cell-11	38534.000000
early2cell-110	51860.000000
early2cell-111	69814.000000
early2cell-112	80743.000000
early2cell-113	55315.000000
early2cell-114	68339.000000
early2cell-115	40849.000000
early2cell-116	41113.000000
early2cell-117	48497.000000
early2cell-118	66198.000000
early2cell-119	34014.000000
early2cell-12	34345.000000
early2cell-120	18938.000000
early2cell-121	26245.000000
early2cell-122	52201.000000
early2cell-123	87288.000000
early2cell-124	27457.000000
early2cell-125	12810.000000
early2cell-126	28563.000000
early2cell-127	36660.000000
early2cell-128	42622.000000
early2cell-129	28234.000000
early2cell-13	42354.000000
early2cell-130	28867.000000
early2cell-131	18435.000000
early2cell-132	66872.000000
early2cell-133	56756.000000
early2cell-134	42084.000000
early2cell-135	32853.000000
early2cell-136	24646.000000
early2cell-137	18040.000000
early2cell-138	41229.000000
early2cell-139	21678.000000
early2cell-14	105741.000000
early2cell-140	29066.000000
early2cell-141	27051.000000
early2cell-142	14599.000000
early2cell-143	60058.000000
early2cell-144	1268.000000
early2cell-145	147703.000000
early2cell-146	90753.000000
early2cell-147	89314.000000
early2cell-148	129148.000000
early2cell-149	101916.000000
early2cell-15	145721.000000
early2cell-150	217321.000000
early2cell-151	214184.000000
early2cell-152	139789.000000
early2cell-153	61209.000000
early2cell-154	179705.000000
early2cell-155	179809.000000
early2cell-156	161645.000000
early2cell-157	85695.000000
early2cell-158	131024.000000
early2cell-159	265709.000000
early2cell-16	168056.000000
early2cell-160	80977.000000
early2cell-161	679.000000
early2cell-162	166476.000000
early2cell-163	4086.000000
early2cell-164	134042.000000
early2cell-165	148702.000000
early2cell-166	107121.000000
early2cell-167	286431.000000
early2cell-168	128231.000000
early2cell-169	114835.000000
early2cell-17	147824.000000
early2cell-170	16927.000000
early2cell-171	173354.000000
early2cell-172	144664.000000
early2cell-173	6241.000000
early2cell-174	1528.000000
early2cell-175	128305.000000
early2cell-176	111090.000000
early2cell-177	124317.000000
early2cell-178	197908.000000
early2cell-179	212892.000000
early2cell-18	139746.000000
early2cell-180	108669.000000
early2cell-181	165149.000000
early2cell-182	206259.000000
early2cell-183	134733.000000
early2cell-184	79952.000000
early2cell-185	58012.000000
early2cell-186	114280.000000
early2cell-187	102363.000000
early2cell-188	84957.000000
early2cell-189	91962.000000
early2cell-19	77078.000000
early2cell-190	112351.000000
early2cell-191	110399.000000
early2cell-192	116190.000000
early2cell-193	126348.000000
early2cell-194	96104.000000
early2cell-195	88491.000000
early2cell-196	100576.000000
early2cell-197	169137.000000
early2cell-198	171256.000000
early2cell-199	156273.000000
early2cell-2	122703.000000
early2cell-20	138306.000000
early2cell-200	144599.000000
early2cell-201	224100.000000
early2cell-202	218636.000000
early2cell-203	108993.000000
early2cell-204	18634.000000
early2cell-205	10736.000000
early2cell-206	161528.000000
early2cell-207	115456.000000
early2cell-208	174354.000000
early2cell-209	101398.000000
early2cell-21	60728.000000
early2cell-210	412.000000
early2cell-211	194924.000000
early2cell-212	132626.000000
early2cell-213	95378.000000
early2cell-214	632.000000
early2cell-215	11706.000000
early2cell-216	672.000000
early2cell-217	9015.000000
early2cell-218	1480.000000
early2cell-219	15353.000000
early2cell-22	35466.000000
early2cell-220	18198.000000
early2cell-221	8800.000000
early2cell-222	9153.000000
early2cell-223	172389.000000
early2cell-224	152520.000000
early2cell-225	130013.000000
early2cell-226	84989.000000
early2cell-227	83686.000000
early2cell-228	170621.000000
early2cell-229	159834.000000
early2cell-23	18803.000000
early2cell-230	25275.000000
early2cell-231	217135.000000
early2cell-232	219348.000000
early2cell-233	74614.000000
early2cell-234	89263.000000
early2cell-235	270553.000000
early2cell-236	141267.000000
early2cell-237	1342.000000
early2cell-238	1784.000000
early2cell-239	86804.000000
early2cell-24	201507.000000
early2cell-240	44129.000000
early2cell-241	172710.000000
early2cell-242	2931.000000
early2cell-243	44233.000000
early2cell-244	18641.000000
early2cell-245	783306.000000
early2cell-246	644070.000000
early2cell-247	249108.000000
early2cell-248	1214.000000
early2cell-249	676987.000000
early2cell-25	175812.000000
early2cell-250	253192.000000
early2cell-251	642630.000000
early2cell-252	1610.000000
early2cell-253	189494.000000
early2cell-254	791844.000000
early2cell-255	382817.000000
early2cell-256	529890.000000
early2cell-257	58855.000000
early2cell-258	352407.000000
early2cell-259	375363.000000
early2cell-26	172635.000000
early2cell-260	738217.000000
early2cell-261	404893.000000
early2cell-262	527054.000000
early2cell-263	496903.000000
early2cell-264	411301.000000
early2cell-265	219902.000000
early2cell-266	2154.000000
early2cell-267	7092.000000
early2cell-268	139865.000000
early2cell-269	1337.000000
early2cell-27	94538.000000
early2cell-270	228460.000000
early2cell-271	9740.000000
early2cell-272	23105.000000
early2cell-273	7516.000000
early2cell-274	13190.000000
early2cell-275	16289.000000
early2cell-276	90875.000000
early2cell-277	16908.000000
early2cell-278	31166.000000
early2cell-279	35388.000000
early2cell-28	136958.000000
early2cell-280	72166.000000
early2cell-281	1989.000000
early2cell-282	28491.000000
early2cell-283	38903.000000
early2cell-284	133387.000000
early2cell-285	82332.000000
early2cell-286	128474.000000
early2cell-287	67006.000000
early2cell-288	76725.000000
early2cell-289	104216.000000
early2cell-29	447.000000
early2cell-290	84480.000000
early2cell-291	79581.000000
early2cell-292	277470.000000
early2cell-293	85184.000000
early2cell-294	92414.000000
early2cell-295	63450.000000
early2cell-296	39134.000000
early2cell-297	3152.000000
early2cell-298	95442.000000
early2cell-299	116515.000000
early2cell-3	57471.000000
early2cell-30	88848.000000
early2cell-300	60570.000000
early2cell-301	197109.000000
early2cell-302	71262.000000
early2cell-303	85697.000000
early2cell-304	1560.000000
early2cell-305	119365.000000
early2cell-306	76615.000000
early2cell-307	85335.000000
early2cell-308	96744.000000
early2cell-309	152898.000000
