Distance from Center (cmd=annotatePeaks.pl tss mm10 -size -5000,5000 -hist 10 -norm 1e6 -fragLength 1 -d TagDirectory/8cell)	TagDirectory/8cell Coverage	TagDirectory/8cell + Tags	TagDirectory/8cell - Tags
-3280	0.12486771214162	5.55969790263616e-05	5.58976332499522e-05
-3270	0.130471906869348	5.85193380796619e-05	5.89522801616321e-05
-3260	0.134356359438137	6.0058687704445e-05	6.16341158360598e-05
-3250	0.133562632287858	5.97941119876856e-05	6.18385607081011e-05
-3240	0.12918510679238	6.35703290359825e-05	5.5777371560516e-05
-3230	0.12944968250914	5.56450837021363e-05	6.22113719453536e-05
-3220	0.132047335000962	6.10448335578222e-05	5.9998556859727e-05
-3210	0.128667981527805	5.86756782759286e-05	5.80503174908601e-05
-3200	0.129954781604772	6.00346353665581e-05	5.80262651529732e-05
-3190	0.13389936501828	5.81104483355783e-05	6.50856263228787e-05
-3180	0.127585626322879	6.00947662112762e-05	5.65590725418513e-05
-3170	0.132973350009621	6.14416971329615e-05	5.90484895131808e-05
-3160	0.125721570136617	5.8350971714451e-05	5.58495285741777e-05
-3150	0.127874254377526	5.8892149316914e-05	5.71724071579762e-05
-3140	0.134103809890321	6.15619588223979e-05	6.05277082932466e-05
-3130	0.130760534923995	5.91928035405043e-05	5.9337117567828e-05
-3120	0.131229555512796	5.99985568597273e-05	5.91326726957864e-05
-3110	0.130532037714066	5.81345006734658e-05	6.04675774485281e-05
-3100	0.129365499326535	5.85193380796615e-05	5.89522801616319e-05
-3090	0.129942755435828	5.74850875505102e-05	6.10809120646528e-05
-3080	0.125733596305561	5.71603809890325e-05	5.5019722917068e-05
-3070	0.128511641331537	5.70641716374837e-05	6.08524148547243e-05
-3060	0.13014720030787	6.05517606311338e-05	5.7016066961709e-05
-3050	0.131842890128921	6.053973446219e-05	5.83148932076202e-05
-3040	0.131025110640754	6.03112372522613e-05	5.78819511256502e-05
-3030	0.125168366365211	5.61141042909375e-05	5.79541081393114e-05
-3020	0.127946411391187	5.74850875505103e-05	5.91446988647302e-05
-3010	0.124963921493169	5.58495285741779e-05	5.81946315181841e-05
-3000	0.128920531075621	6.04074466038102e-05	5.80503174908605e-05
-2990	0.126154512218588	5.76654800846646e-05	5.7533192226285e-05
-2980	0.124987973831056	5.67635174138931e-05	5.64267846834718e-05
-2970	0.130471906869348	5.92769867231098e-05	6.08283625168368e-05
-2960	0.132360015393496	6.19467962285937e-05	5.9517510101982e-05
-2950	0.134608908985953	6.1970848566481e-05	6.15379064845107e-05
-2940	0.125108235520493	5.74249567057921e-05	5.6041947277276e-05
-2930	0.130363671348855	5.93972484125465e-05	6.07321531652879e-05
-2920	0.123917644795074	5.96016932845877e-05	5.34563209543974e-05
-2910	0.129834519915336	5.77015585914955e-05	5.87839137964215e-05
-2900	0.128162882432172	5.63426015008663e-05	5.93250913988843e-05
-2890	0.126010198191264	5.75692707331156e-05	5.66793342312875e-05
-2880	0.130195304983644	6.10448335578225e-05	5.80984221666348e-05
-2870	0.126383009428516	5.59697902636139e-05	5.89162016548012e-05
-2860	0.123917644795074	5.78699249567059e-05	5.45507023282666e-05
-2850	0.12931739465076	6.08644410236676e-05	5.69318837791037e-05
-2840	0.129593996536463	6.01067923802199e-05	5.78578987877624e-05
-2830	0.129028766596113	5.83389455455076e-05	5.97820858187421e-05
-2820	0.133394265922648	6.2608235520493e-05	5.99263998460655e-05
-2810	0.133057533192226	6.18866653838754e-05	5.78819511256498e-05
-2800	0.132817009813354	6.04796036174719e-05	6.0455551279585e-05
-2790	0.126743794496825	5.5717240715798e-05	5.89883586684631e-05
-2780	0.128559746007312	5.96618241293057e-05	5.71363286511453e-05
-2770	0.13433230710025	6.05036559553591e-05	6.28487588993654e-05
-2760	0.130748508755051	6.02030017317687e-05	5.73527996921303e-05
-2750	0.133718972484125	6.0443525110641e-05	6.13935924571871e-05
-2740	0.133261978064268	5.99023475081782e-05	6.16341158360596e-05
-2730	0.135246295939965	6.61559553588612e-05	5.71002501443144e-05
-2720	0.134933615547431	6.32335963055612e-05	5.857946892438e-05
-2710	0.129858572253223	5.84111025591692e-05	5.89162016548011e-05
-2700	0.129690205888012	5.97700596497982e-05	5.82667885318457e-05
-2690	0.131987204156244	6.02270540696559e-05	5.99143736771218e-05
-2680	0.133177794881663	5.91687512026172e-05	6.10087550509915e-05
-2670	0.133622763132576	5.92409082162789e-05	6.22474504521842e-05
-2660	0.128283144121609	5.95415624398695e-05	5.70401192995964e-05
-2650	0.130423802193573	6.05637868000774e-05	5.86877044448725e-05
-2640	0.13446459495863	6.40393496247839e-05	5.91326726957865e-05
-2630	0.132973350009621	5.98662690013474e-05	6.03473157590923e-05
-2620	0.133646815470464	6.32456224745048e-05	5.84231287281128e-05
-2610	0.130916875120262	6.12252260919763e-05	5.96016932845876e-05
-2600	0.134560804310179	6.27164710409854e-05	5.86756782759288e-05
-2590	0.1348975370406	6.41716374831637e-05	5.86516259380416e-05
-2580	0.13572734269771	6.35823552049265e-05	5.9313065229941e-05
-2570	0.132744852799692	5.83990763902257e-05	6.19227438907065e-05
-2560	0.128367327304214	5.90484895131811e-05	5.70641716374836e-05
-2550	0.13655714835482	6.00466615355014e-05	6.42197421589381e-05
-2540	0.132961323840677	5.79541081393115e-05	6.28728112372526e-05
-2530	0.136629305368482	5.98903213392343e-05	6.47128150856265e-05
-2520	0.132227727535116	6.12973831056381e-05	5.96137194535314e-05
-2510	0.133646815470464	6.18385607081012e-05	6.01188185491633e-05
-2500	0.133562632287858	5.73167211852996e-05	6.37868000769679e-05
-2490	0.135571002501443	6.05517606311337e-05	6.17904560323263e-05
-2480	0.137928131614393	6.31494131229558e-05	6.17423513565521e-05
-2470	0.133839234173562	6.12733307677509e-05	6.06239176447954e-05
-2460	0.13559505483933	6.09606503752168e-05	6.26202616894364e-05
-2450	0.135077929574755	5.83629978833946e-05	6.56027515874548e-05
-2440	0.12944968250914	6.00105830286704e-05	5.8002212815086e-05
-2430	0.131963151818357	5.88440446411393e-05	6.07201269963444e-05
-2420	0.131193477005965	5.94814315951514e-05	6.07562055031753e-05
-2410	0.134548778141235	6.10328073888787e-05	5.95415624398695e-05
-2400	0.131157398499134	5.99745045218399e-05	6.01308447181067e-05
-2390	0.131602366750048	5.84471810659999e-05	6.01909755628252e-05
-2380	0.131698576101597	5.82908408697327e-05	6.15739849913415e-05
-2370	0.132203675197229	6.07562055031751e-05	5.90364633442373e-05
-2360	0.131061189147585	6.04796036174717e-05	6.00586877044452e-05
-2350	0.131085241485472	5.93731960746588e-05	5.91928035405044e-05
-2340	0.132612564941312	6.06720223205698e-05	5.94333269193768e-05
-2330	0.132540407927651	6.16100634981721e-05	5.94333269193768e-05
-2320	0.127898306715413	6.00827400423323e-05	5.55127958437563e-05
-2310	0.129702232056956	5.86395997690978e-05	5.89763324995191e-05
-2300	0.141608139311141	6.27766018857035e-05	6.54343852222439e-05
-2290	0.137735712911295	6.01067923802197e-05	6.59154319799888e-05
-2280	0.135799499711372	6.17062728497214e-05	6.16701943428905e-05
-2270	0.13642486049644	6.27525495478163e-05	5.91567250336735e-05
-2260	0.133718972484125	5.90003848374064e-05	6.15379064845108e-05
-2250	0.132817009813354	6.41355589763328e-05	5.79781604771986e-05
-2240	0.136460939003271	6.36184337117569e-05	5.99504521839524e-05
-2230	0.136761593226862	6.37747739080241e-05	6.12613045988074e-05
-2220	0.141247354242832	6.51698095054843e-05	6.27766018857038e-05
-2210	0.133057533192226	6.0443525110641e-05	6.02511064075431e-05
-2200	0.135498845487781	6.31494131229558e-05	5.97219549740238e-05
-2190	0.125180392534154	5.7653453915721e-05	5.61141042909375e-05
-2180	0.134849432364826	6.37627477390806e-05	5.87117567827593e-05
-2170	0.133670867808351	6.32937271502794e-05	5.92529343852228e-05
-2160	0.132696748123918	6.01428708870505e-05	5.84351548970563e-05
-2150	0.133851260342505	5.97339811429675e-05	6.35703290359827e-05
-2140	0.129377525495478	5.71002501443144e-05	6.0070713873389e-05
-2130	0.130219357321532	6.15018279776796e-05	5.75211660573411e-05
-2120	0.131890994804695	6.13094092745819e-05	5.77256109293827e-05
-2110	0.137699634404464	6.62762170482974e-05	5.94934577640949e-05
-2100	0.140405522416779	6.6011641331538e-05	6.14537233019052e-05
-2090	0.141475851452761	6.45444487204158e-05	6.40152972868965e-05
-2080	0.133815181835674	6.36665383875316e-05	5.97339811429674e-05
-2070	0.140465653261497	6.69496825091404e-05	6.12372522609203e-05
-2060	0.140970752357129	6.53261497017514e-05	6.34861458533772e-05
-2050	0.132744852799692	6.03593419280357e-05	5.81104483355786e-05
-2040	0.139094670001924	6.38228785837985e-05	6.28126803925344e-05
-2030	0.130351645179911	5.92409082162789e-05	6.03954204348665e-05
-2020	0.130387723686742	5.74490090436793e-05	5.9108620357899e-05
-2010	0.130904848951318	5.95415624398695e-05	6.08524148547243e-05
-2000	0.134404464113912	6.03593419280357e-05	6.22233981142968e-05
-1990	0.138938329805657	6.193477005965e-05	6.28247065614784e-05
-1980	0.144879257263806	6.67572638060423e-05	6.46887627477394e-05
-1970	0.14279873003656	6.53502020396385e-05	6.34380411776026e-05
-1960	0.135089955743698	6.28006542235907e-05	6.08403886857806e-05
-1950	0.134416490282855	5.95415624398698e-05	6.0996728882048e-05
-1940	0.139323167211853	6.32335963055613e-05	6.45805272272468e-05
